id,opened,closed,updated,status,resp_agcy,category,req_type,req_details,address,district,neighborhood,point,source,media_url
4743289,5/13/15 18:05,,5/13/15 18:05,Open,DPW Ops Queue,Graffiti Private Property,Offensive Graffiti on Private Property,Building_commercial - Offensive,"5258 MISSION ST, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.71509023559, -122.442299805531)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553f4d0df86b54c0784ada4/photo_20150513_180445.jpg
4743286,5/13/15 18:04,,5/13/15 18:04,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_commercial - Not_Offensive,"8 7TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.780071287454, -122.412399622026)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553f4a2df86b54c0784ad98/photo_20150513_175905.jpg
4743284,5/13/15 18:03,,5/13/15 18:03,Open,DPW BSM Queue,Blocked Street or SideWalk,Blocked_Sidewalk,Cafe_table_and_chairs blocking sidewalk,"1122 MARKET ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.780499993097, -122.412617208457)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553f46edf86b54c0784ad8e/photo_20150513_180339.jpg
4743283,5/13/15 18:02,,5/13/15 18:02,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"2207 QUESADA AVE, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.738647686847, -122.40110688963)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553f41fdf86b54c0784ad82/report.jpg
4743279,5/13/15 17:59,,5/13/15 17:59,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_commercial - Not_Offensive,"8 7TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.780071287454, -122.412399622026)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553f389df86b54c0784ad75/photo_20150513_175905.jpg
4743271,5/13/15 17:57,,5/13/15 18:05,Open,311 Service Request Queue - Hold,Graffiti Public Property,Offensive Graffiti on Public Property,Mail_box - Offensive,Intersection of CLAYTON ST and PARNASSUS AVE,5,Haight Ashbury,"(37.7651388425348, -122.447634466232)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553f31ddf86b54c0784ad69/report.jpg
4743250,5/13/15 17:51,,5/13/15 17:53,Open,Clear Channel - Transit Queue,Damaged Property,Damaged Transit_Shelter_Platform_Hazardous,Transit_Shelter_Platform_Hazardous,Intersection of GEARY BLVD and MASONIC AVE,2,Western Addition,"(37.7823915122949, -122.447301613877)",Voice In,
4743249,5/13/15 17:51,,5/13/15 17:51,Open,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"919 CAPITOL AVE, SAN FRANCISCO, CA, 94112",11,Ocean View,"(37.71861386473, -122.459328387482)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553f1b6df86b54c0784ad5a/report.jpg
4743227,5/13/15 17:41,,5/13/15 17:41,Open,DPW BSM Queue,Blocked Street or SideWalk,Blocked_Sidewalk,Display_merchandise blocking sidewalk,"945 LARKIN ST, SAN FRANCISCO, CA, 94109",6,Downtown/Civic Center,"(37.78679468772, -122.418362738581)",Open311,
4743213,5/13/15 17:38,,5/13/15 17:40,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Pole - Offensive,"281 CHURCH ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.76641262985, -122.428776375791)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553ee79df86b54c0784ad3e/report.jpg
4743201,5/13/15 17:35,,5/13/15 17:38,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Other_enter_additional_details_below - Offensive,"1942 15TH ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.766309879842, -122.427529813657)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553edeadf86b54c0784ad32/report.jpg
4743168,5/13/15 17:26,,5/13/15 17:26,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"63 ALBION ST, SAN FRANCISCO, CA, 94103",8,Mission,"(37.765456371722, -122.423106907265)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553ebb2df86b54c0784ad24/photo_20150513_172551.jpg
4743165,5/13/15 17:22,,5/13/15 17:24,Open,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car2door,DK GREEN - CHRYSLER  - 300 - EBL517,Intersection of ARLINGTON ST and FAIRMOUNT ST,8,Glen Park,"(37.7390115120369, -122.424870078686)",Voice In,
4743163,5/13/15 17:20,,5/13/15 17:22,Open,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,BRWN/WHTE - CHEVROLET  - ELCAMINO W/SHELL - 8D98269,Intersection of ARLINGTON ST and FAIRMOUNT ST,8,Glen Park,"(37.7390115120369, -122.424870078686)",Voice In,
4743162,5/13/15 17:20,,5/13/15 17:20,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"201 GUERRERO ST, SAN FRANCISCO, CA, 94103",8,Mission,"(37.767975038783, -122.424341975542)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553ea45df86b54c0784ad17/photo_20150513_172008.jpg
4743157,5/13/15 17:19,,5/13/15 17:23,Open,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,Temporary Sign Request for Corporate_Events,100 ft zone requested from 05/22/2015 to 05/23/2015,"717 BATTERY ST, SAN FRANCISCO, CA, 94111",3,Financial District,"(37.797935034474, -122.401059294668)",Voice In,
4743155,5/13/15 17:19,,5/13/15 17:20,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"545 LEAVENWORTH ST, SAN FRANCISCO, CA, 94109",6,Downtown/Civic Center,"(37.786131577385, -122.414867857991)",Voice In,
4743152,5/13/15 17:19,,5/13/15 17:20,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"334 MASON ST, SAN FRANCISCO, CA, 94102",3,Downtown/Civic Center,"(37.786756407644, -122.409635796465)",Voice In,
4743138,5/13/15 17:17,,5/13/15 17:19,Open,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"4201 17TH ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.762170872649, -122.439506456646)",Voice In,http://mobile311.sfgov.org/media/san_francisco/report/photos/554fcd62df86b54c07847e6c/photo_20150510_142008.jpg
4743136,5/13/15 17:16,,5/13/15 17:16,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"428 14TH ST, SAN FRANCISCO, CA, 94103",8,Mission,"(37.768229291134, -122.422903964302)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e96adf86b54c0784ad0b/photo_20150513_171623.jpg
4743134,5/13/15 17:15,,5/13/15 17:17,Open,DPW - Bureau of Street Use and Mapping - G,General Requests,dpw - bsm - complaint,dpw - bsm - complaint,"1462 CALIFORNIA ST, SAN FRANCISCO, CA, 94109",3,Nob Hill,"(37.790987012007, -122.418430986799)",Voice In,
4743132,5/13/15 17:14,,5/13/15 17:14,Open,DPW Ops Queue,Graffiti Private Property,Offensive Graffiti on Private Property,Building_commercial - Offensive,"66 8TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.777337838418, -122.413913120036)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e8e7df86b54c0784ad01/report.jpg
4743128,5/13/15 17:11,,5/13/15 17:45,Open,DPW Ops Queue,Graffiti Private Property,Offensive Graffiti on Private Property,Building_commercial - Offensive,"66 8TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.777337838418, -122.413913120036)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e825df86b54c0784acf7/report.jpg
4743127,5/13/15 17:10,,5/13/15 17:11,Open,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,GRAY - TOYOTA - COROLLA - 3KVM659,"101 URBANO DR, SAN FRANCISCO, CA, 94127",7,Ocean View,"(37.725120478648, -122.464530134751)",Voice In,
4743126,5/13/15 17:10,,5/13/15 17:10,Open,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Property_damage,"1545 DOLORES ST, SAN FRANCISCO, CA, 94110",8,Bernal Heights,"(37.7448426796, -122.424196782483)",Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=4743126
4743124,5/13/15 17:10,,5/13/15 17:10,Open,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"38 AVILA ST, SAN FRANCISCO, CA, 94123",2,Marina,"(37.800854588808, -122.440314010147)",Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=4743124
4743123,5/13/15 17:10,,5/13/15 17:11,Open,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,BLUE - VOLKSWAGON - N/A - 4HHR385,"1611 45TH AVE, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.75642027147, -122.504710270638)",Voice In,
4743118,5/13/15 17:08,,5/13/15 17:09,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"5155 3RD ST, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.731300209397, -122.391700387302)",Voice In,
4743114,5/13/15 17:07,,5/13/15 17:11,Open,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,60 ft zone requested from 05/21/2015 to 05/21/2015,"2070 FELL ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.772354044373, -122.451909417116)",Voice In,
4743108,5/13/15 17:06,,5/13/15 17:06,Open,DPW BSM Queue,Blocked Street or SideWalk,Blocked_Sidewalk,Cafe_table_and_chairs blocking sidewalk,Intersection of 7TH ST and CHARLES J BRENHAM PL,6,Downtown/Civic Center,"(37.7804786084846, -122.41251224905)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e6ffdf86b54c0784aced/photo_20150513_170518.jpg
4743107,5/13/15 17:05,,5/13/15 17:05,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Multiple_Postings,Multiple_Postings,"957 HAYES ST, SAN FRANCISCO, CA, 94117",5,Western Addition,"(37.775596741288, -122.432070966007)",Web Self Service,
4743105,5/13/15 17:05,,5/13/15 17:05,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 16TH ST and CALEDONIA ST,9,Mission,"(37.7649478070053, -122.421381595319)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e6cbdf86b54c0784ace1/photo_20150513_170524.jpg
4743103,5/13/15 17:04,,5/13/15 17:04,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"590 VALENCIA ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.763458408171, -122.42194541126)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e69adf86b54c0784acd5/photo_20150513_170324.jpg
4743098,5/13/15 17:02,,5/13/15 17:02,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"9 JONES ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.781227119696, -122.412113329949)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e62edf86b54c0784acc9/photo_20150513_170108.jpg
4743090,5/13/15 16:59,,5/13/15 17:06,Open,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,60 ft zone requested from 05/21/2015 to 05/21/2015,"2049 POLK ST, SAN FRANCISCO, CA, 94109",3,Nob Hill,"(37.795460071737, -122.421810353831)",Voice In,
4743089,5/13/15 16:58,,5/13/15 17:00,Open,DPW - Bureau of Street Use and Mapping - G,General Requests,dpw - bsm - complaint,dpw - bsm - complaint,"84 MANOR DR, SAN FRANCISCO, CA, 94127",7,West of Twin Peaks,"(37.727857008664, -122.464194403553)",Voice In,
4743087,5/13/15 16:58,,5/13/15 17:00,Open,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Empty_tree_basin,"151 10TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.774683031474, -122.414949712691)",Voice In,
4743086,5/13/15 16:57,,5/13/15 17:02,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"545 LEAVENWORTH ST, SAN FRANCISCO, CA, 94109",6,Downtown/Civic Center,"(37.786131577385, -122.414867857991)",Voice In,
4743082,5/13/15 16:57,,5/13/15 16:57,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Signal_box - Offensive,Intersection of BRADY ST and OTIS ST,6,South of Market,"(37.7723030744672, -122.419671673178)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e4dfdf86b54c0784acbb/photo_20150513_165616.jpg
4743075,5/13/15 16:53,,5/13/15 16:53,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"135 ALBION ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.764256114734, -122.422653496524)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e409df86b54c0784acaf/photo_20150513_165326.jpg
4743063,5/13/15 16:50,,5/13/15 16:51,Open,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,dk brown - Ford - Escape - 6JKL991,"3224 WAWONA ST, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.736422992173, -122.50151003598)",Voice In,
4743061,5/13/15 16:49,,5/13/15 16:51,Open,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of CALIFORNIA ST and POLK ST,3,Nob Hill,"(37.7905782288294, -122.420687211284)",Voice In,
4743056,5/13/15 16:48,,5/13/15 16:48,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of CAMP ST and GUERRERO ST,8,Mission,"(37.7639659507904, -122.423981428337)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e2e5df86b54c0784aca2/photo_20150513_164830.jpg
4743055,5/13/15 16:48,,5/13/15 16:48,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"430 OFARRELL ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.785960978784, -122.411937816356)",Web Self Service,
4743050,5/13/15 16:47,,5/13/15 16:47,Open,DPW BSSR Queue,Street Defects,Pavement_Defect,Pavement_Defect,"1916 HYDE ST, SAN FRANCISCO, CA, 94109",3,Russian Hill,"(37.798654153951, -122.418779513986)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e2a7df86b54c0784ac96/report.jpg
4743049,5/13/15 16:47,,5/13/15 16:47,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"455 EDDY ST, SAN FRANCISCO, CA, 94109",6,Downtown/Civic Center,"(37.783569039897, -122.415132564771)",Web Self Service,
4743048,5/13/15 16:47,,5/13/15 16:47,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"41 CAMP ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.76389973, -122.423259652)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e28bdf86b54c0784ac8a/photo_20150513_164638.jpg
4743045,5/13/15 16:46,,5/13/15 16:46,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"532 LARKIN ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.782786497297, -122.417223658734)",Web Self Service,
4743038,5/13/15 16:45,,5/13/15 17:18,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"240 TAYLOR ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.784735907181, -122.410798915557)",Web Self Service,
4743035,5/13/15 16:45,,5/13/15 16:45,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"41 CAMP ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.76389973, -122.423259652)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e20ddf86b54c0784ac7c/photo_20150513_164456.jpg
4743031,5/13/15 16:44,,5/13/15 16:44,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"350 TURK ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.782803501812, -122.414874452522)",Web Self Service,
4743030,5/13/15 16:44,,5/13/15 16:45,Open,DPH - Environmental Health - G,General Requests,dph - environmental_health - complaint,dph - environmental_health - complaint,Intersection of 3RD ST and JERROLD AVE,10,Bayview,"(37.7387418368098, -122.389309953148)",Voice In,
4743027,5/13/15 16:43,,5/13/15 16:43,Open,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,"780 VALENCIA ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.760532427007, -122.421627026238)",Web Self Service,
4743026,5/13/15 16:43,,5/13/15 17:18,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"518 ELLIS ST, SAN FRANCISCO, CA, 94109",6,Downtown/Civic Center,"(37.784875967646, -122.414971815106)",Web Self Service,
4743023,5/13/15 16:43,,5/13/15 17:18,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"2600 TAYLOR ST, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.806911549801, -122.414700989571)",Web Self Service,
4743021,5/13/15 16:42,,5/13/15 16:42,Open,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Collapsed_sidewalk,"412 HAYES ST, SAN FRANCISCO, CA, 94102",5,Western Addition,"(37.777086687, -122.423405598)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553e15cdf86b54c0784ac6d/report.jpg
4743017,5/13/15 16:41,,5/13/15 16:43,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"645 EXCELSIOR AVE, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.723723844163, -122.428116862734)",Voice In,
4743014,5/13/15 16:39,,5/13/15 16:40,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"645 EXCELSIOR AVE, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.723723844163, -122.428116862734)",Voice In,
4743007,5/13/15 16:37,,5/13/15 16:38,Open,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,beige - Ford -  - 7HIJ877,"706 18TH AVE, SAN FRANCISCO, CA, 94121",1,Inner Richmond,"(37.774581994642, -122.47665588541)",Voice In,
4743004,5/13/15 16:36,,5/13/15 16:36,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"2497 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",9,Excelsior,"(37.723090872097, -122.401664576557)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553dfffdf86b54c0784ac53/report.jpg
4743000,5/13/15 16:35,,5/13/15 16:35,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"519 GUERRERO ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.762801641923, -122.423731619257)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553dfbedf86b54c0784ac47/photo_20150513_163501.jpg
4742998,5/13/15 16:34,,5/13/15 17:03,Open,PUC Sewer Ops,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of JONES ST and POST ST,3,Downtown/Civic Center,"(37.7876634985741, -122.413353892302)",Voice In,
4742996,5/13/15 16:34,,5/13/15 16:37,Open,DPT - Color Curb - G,General Requests,mta - color_curb - customer_callback,mta - color_curb - customer_callback,"855 TREAT AVE, SAN FRANCISCO, CA, 94110",9,Mission,"(37.756503701522, -122.413222458962)",Voice In,
4742991,5/13/15 16:33,,5/13/15 16:34,Open,DPW - Bureau of Street Use and Mapping - G,General Requests,dpw - bsm - request_for_service,dpw - bsm - request_for_service,Intersection of CHESTNUT ST and STEINER ST,2,Marina,"(37.8006086859075, -122.437889475816)",Voice In,
4742989,5/13/15 16:32,,5/13/15 16:32,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"551 GUERRERO ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.76237607537, -122.423652687565)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553df36df86b54c0784ac3b/photo_20150513_163248.jpg
4742988,5/13/15 16:32,,5/13/15 16:32,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"800 PAGE ST, SAN FRANCISCO, CA, 94117",5,Western Addition,"(37.772735560814, -122.434117521467)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5553df2fdf86b54c0784ac2f/photo_20150513_163154.jpg
4742969,5/13/15 16:27,,5/13/15 16:29,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of ALEMANY BLVD and TINGLEY ST,8,Outer Mission,"(37.7293036142114, -122.433974390726)",Voice In,
4742966,5/13/15 16:27,,5/13/15 16:59,Open,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"970 FOLSOM ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.779218295416, -122.404939019482)",Voice In,
